PPR045,Ppr F/ Thread Union 1,PACLINV0045109,,,"1,206.89",150.00,,939.84,267.05,22.13,,,,,,,,,,,,,
Inventory Sales Analysis,,,,,,,,,,,,,,,,,,,,Page 25 of 36,,,
,,,Amount (VAT,,,Amount (VAT,,,,,,,,,,,,,,,,,
Item Code,Item Description,Reference,,,Quantity,Cost,,,Profit,Profit %,,,,Markup %,,,,,,,,,
Linked Account:,,,,,,0,,,,,,,,,,,,,,,,,
PPR048,Ppr Gate Valve 25mm,PACLINV0049141,,,215.52,86.21,,,129.31,60.00,,,,,,,,,,,,,
PPR050,Ppr M/Adapter 20x1/2,PACLINV0058896,,,"1,219.81",771.42,,,448.39,36.76,,,,,,,,,,,,,
PPR051,Ppr M/Adapter 25x1/2,PACLINV0060613,,,"23,461.19","11,944.95",,,"11,516.24",49.09,,,,,,,,,,,,,
PPR052,Ppr M/Adapter 25x3/4,PACLINV0059181,,,"22,663.85","13,426.38",,,"9,237.47",40.76,,,,,,,,,,,,,
PPR053,Ppr M/Adapter 32x1,PACLINV0060761,,,"20,525.82","12,134.42",,,"8,391.40",40.88,,,,,,,,,,,,,
PPR054,Ppr M/Adapter 32x1/2,PACLINV0030693,,,0.00,0.00,,,0.00,0.00,,,,,,,,,,,,,
PPR055,Ppr M/Adapter 32x3/4,PACLCRN0002839,,,801.72,434.40,,,367.32,45.82,,,,,,,,,,,,,
PPR056,Ppr M/Adapter 40x11/4,PACLCRN0002831,,,"8,543.11","5,667.90",,,"2,875.21",33.66,,,,,,,,,,,,,
PPR057,Ppr M/Adapter 50x11/2,PACLINV0058683,,,"9,439.67","5,426.85",,,"4,012.82",42.51,,,,,,,,,,,,,
PPR058,Ppr M/Adapter 63x2,PACLINV0060292,,,"1,560.34","1,090.04",,,470.30,30.14,,,,,,,,,,,,,
PPR059,Ppr M/Elbow 20x1/2,PACLINV0031816,,,86.21,43.10,,,43.11,50.01,,,,,,,,,,,,,
PPR060,Ppr M/Elbow 25x1/2,PACLINV0056992,,,"1,370.70",797.72,,,572.98,41.80,,,,,,,,,,,,,
PPR061,Ppr M/Elbow 25x3/4,PACLINV0058226,,,"1,112.07",751.41,,,360.66,32.43,,,,,,,,,,,,,
PPR062,Ppr M/Elbow 32x1,PACLINV0044699,,,551.72,369.84,,,181.88,32.97,,,,,,,,,,,,,
PPR067,Ppr M/Tee 25x1/2,PACLINV0049238,,,517.24,269.16,,,248.08,47.96,,,,,,,,,,,,,
PPR068,Ppr M/Tee 25x3/4,PACLINV0029675,,,0.00,0.00,,,0.00,0.00,,,,,,,,,,,,,
PPR072,Ppr M/Thread Union 1,PACLINV0052426,,,"3,797.40","2,631.06",,,"1,166.34",30.71,,,,,,,,,,,,,
PPR074,Ppr M/Thread Union 3/4,PACLINV0060320,,,"4,150.00","3,103.56",,,"1,046.44",25.22,,,,,,,,,,,,,
PPR075,Ppr Machine H/G,PACLINV0045404,,,"9,267.25","7,077.01",,,"2,190.24",23.63,,,,,,,,,,,,,
PPR076,Ppr Overbend 25mm,PACLINV0059438,,,"3,793.11","2,667.88",,,"1,125.23",29.67,,,,,,,,,,,,,
PPR084,Ppr Pipe Danco 20mm,PACLINV0059786,,,"7,560.35","5,612.76",,,"1,947.59",25.76,,,,,,,,,,,,,
PPR085,Ppr Pipe Danco 25mm,PACLINV0057587,,,"559,922.57","409,267.40",,,"150,655.17",26.91,,,,,,,,,,,,,
PPR086,Ppr Pipe Danco 32mm,PACLINV0059782,,,"228,995.72","181,708.98",,,"47,286.74",20.65,,,,,,,,,,,,,
PPR087,Ppr Pipe Danco 40mm,PACLINV0056793,,,"61,939.67","52,674.93",,,"9,264.74",14.96,,,,,,,,,,,,,
PPR088,Ppr Pipe Danco 50mm,PACLINV0056231,,,"42,715.52","37,468.58",,,"5,246.94",12.28,,,,,,,,,,,,,
PPR093,Ppr Pipe Metro 40mm,PACLINV0035694,,,"2,456.90","1,370.70",,,"1,086.20",44.21,,,,,,,,,,,,,
PPR095,Ppr Pipe Metro 63mm,PACLINV0054223,,,"1,163.79","1,120.69",,,43.10,3.70,,,,,,,,,,,,,
PPR098,Ppr Pipe Roll 32mm,PACLINV0055200,,,"12,068.97","9,794.40",,,"2,274.57",18.85,,,,,,,,,,,,,
PPR100,Ppr Pipe Roll Danco 25mm,PACLINV0055830,,,"104,310.35","85,070.45",,,"19,239.90",18.44,,,,,,,,,,,,,
PPR101,Ppr Pipe Roll Danco 32mm,PACLCRN0002670,,,"57,655.18","49,829.16",,,"7,826.02",13.57,,,,,,,,,,,,,
PPR102,Ppr Pipe Roll Danco 40mm,PACLINV0055249,,,"19,396.55","15,142.40",,,"4,254.15",21.93,,,,,,,,,,,,,
PPR105,Ppr Plug 20mm,PACLINV0051580,,,293.10,93.24,,,199.86,68.19,,,,,,,,,,,,,
PPR106,Ppr Plug 25mm,PACLINV0035758,,,387.93,132.25,,,255.68,65.91,,,,,,,,,,,,,
PPR107,Ppr Red/Socket 25x20,PACLINV0056971,,,504.30,77.58,,,426.72,84.62,,,,,,,,,,,,,
PPR108,Ppr Red/Socket 32x20,PACLINV0056613,,,30.17,6.90,,,23.27,77.13,,,,,,,,,,,,,
PPR109,Ppr Red/Socket 32x25,PACLINV0060761,,,"6,193.90","2,086.86",,,"4,107.04",66.31,,,,,,,,,,,,,
PPR110,Ppr Red/Socket 40x25,PACLINV0047822,,,"1,219.82",637.88,,,581.94,47.71,,,,,,,,,,,,,
PPR111,Ppr Red/Socket 40x32,PACLINV0050238,,,974.15,410.48,,,563.67,57.86,,,,,,,,,,,,,
PPR115,Ppr Red/Socket 50x40,PACLINV0054294,,,314.65,129.30,,,185.35,58.91,,,,,,,,,,,,,
PPR116,Ppr Red/Socket 63x25,PACLINV0040098,,,51.72,38.79,,,12.93,25.00,,,,,,,,,,,,,
PPR117,Ppr Red/Socket 63x32,PACLINV0032201,,,86.21,51.72,,,34.49,40.01,,,,,,,,,,,,,
PPR122,Ppr Red/Tee 32x25,PACLINV0030343,,,"1,051.74",635.46,,,416.28,39.58,,,,,,,,,,,,,
PPR124,Ppr Red/Tee 40x32,PACLINV0047822,,,86.21,48.28,,,37.93,44.00,,,,,,,,,,,,,
PPR125,Ppr Socket 20mm,PACLINV0056971,,,818.97,163.18,,,655.79,80.07,,,,,,,,,,,,,
PPR126,Ppr Socket 25mm,PACLINV0061195,,,"51,068.08","7,816.78",,,"43,251.30",84.69,,,,,,,,,,,,,
PPR127,Ppr Socket 32mm,PACLINV0057220,,,"16,453.42","4,276.46",,,"12,176.96",74.01,,,,,,,,,,,,,
PPR128,Ppr Socket 40mm,PACLINV0059231,,,"3,771.56","1,437.36",,,"2,334.20",61.89,,,,,,,,,,,,,
PPR130,Ppr Socket 63mm,PACLINV0060309,,,"2,392.25","1,445.20",,,947.05,39.59,,,,,,,,,,,,,
PPR135,Ppr socket 50mm,PACLINV0055113,,,"1,758.62",917.28,,,841.34,47.84,,,,,,,,,,,,,
PPR137,Ppr Tee 20mm,PACLINV0058896,,,624.99,155.15,,,469.84,75.18,,,,,,,,,,,,,
Inventory Sales Analysis,,,,,,,,,,,,,,,,,,,,Page 26 of 36,,,
,,,Amount (VAT,,,Amount (VAT,,,,,,,,,,,,,,,,,
Item Code,Item Description,Reference,,,Quantity,Cost,,,Profit,Profit %,,,,Markup %,,,,,,,,,
Linked Account:,,,,,,0,,,,,,,,,,,,,,,,,
PPR138,Ppr Tee 25mm,PACLINV0060947,,,"22,586.07","6,372.77",,,"16,213.30",71.78,,,,,,,,,,,,,
PPR139,Ppr Tee 32mm,PACLINV0058739,,,"10,232.73","4,436.96",,,"5,795.77",56.64,,,,,,,,,,,,,
PPR140,Ppr Tee 40mm,PACLINV0046644,,,"1,530.15",845.35,,,684.80,44.75,,,,,,,,,,,,,
PPR141,Ppr Tee 50mm,PACLINV0049766,,,"2,823.28","1,648.66",,,"1,174.62",41.60,,,,,,,,,,,,,
PPR142,Ppr Tee 63mm,PACLINV0060764,,,913.78,621.66,,,292.12,31.97,,,,,,,,,,,,,
PPR145,Ppr Thread Union 32mm,PACLINV0050709,,,344.83,206.19,,,138.64,40.21,,,,,,,,,,,,,
PPR147,Ppr Union 20mm,PACLINV0060613,,,159.47,77.58,,,81.89,51.35,,,,,,,,,,,,,
PPR148,Ppr Union 25mm,PACLINV0056960,,,"4,805.94","2,088.17",,,"2,717.77",56.55,,,,,,,,,,,,,
PPR149,Ppr Union 32mm,PACLINV0059613,,,"4,228.42","1,699.01",,,"2,529.41",59.82,,,,,,,,,,,,,
PPR150,Ppr Union 40mm,PACLINV0058641,,,439.67,304.14,,,135.53,30.83,,,,,,,,,,,,,
PPR151,Ppr Union 50mm,PACLINV0050767,,,336.21,214.77,,,121.44,36.12,,,,,,,,,,,,,
PPR152,Ppr Union 63mm,PACLINV0060541,,,560.35,376.98,,,183.37,32.72,,,,,,,,,,,,,
PPR155,Ppr Pipe Danco 63mm,PACLINV0052610,,,"59,956.91","51,360.40",,,"8,596.51",14.34,,,,,,,,,,,,,
PPR158,Ppr F/Thread Union 3/4,PACLINV0056190,,,"1,724.14","1,521.90",,,202.24,11.73,,,,,,,,,,,,,
PPR159,Ppr Red/Tee 50x25,PACLINV0047401,,,68.96,6.90,,,62.06,89.99,,,,,,,,,,,,,
PPR160,Ppr Pipe Roll 25mm-Metro(PN16),PACLINV0038854,,,"66,120.69","58,275.88",,,"7,844.81",11.86,,,,,,,,,,,,,
PPR161,Ppr Pipe Roll 20mm-METRO,PACLINV0058896,,,"2,241.38","1,890.00",,,351.38,15.68,,,,,,,,,,,,,
PTG003,Ptg Connector,PACLINV0034399,,,"1,810.34","1,206.87",,,603.47,33.33,,,,,,,,,,,,,
PTG011,Ptg Gutter,PACLINV0057807,,,"11,206.89","10,431.08",,,775.81,6.92,,,,,,,,,,,,,
PTG013,Ptg Inside Corner,PACLINV0034399,,,301.72,258.62,,,43.10,14.28,,,,,,,,,,,,,
PTG015,Ptg Outside Corner,PACLINV0034399,,,301.72,258.62,,,43.10,14.28,,,,,,,,,,,,,
PUM001,Pump Control Auto,PACLINV0057770,,,"40,818.96","28,687.39",,,"12,131.57",29.72,,,,,,,,,,,,,
PUS001,Push Tap,PACLINV0048064,,,"8,012.93","6,465.54",,,"1,547.39",19.31,,,,,,,,,,,,,
PUT003,Putty Premium in Kgs,PACLINV0060811,,,"15,456.89","11,042.22",,,"4,414.67",28.56,,,,,,,,,,,,,
PUT004,Putty Premium Buckets- 40kgs,PACLINV0057864,,,"18,017.24","8,860.07",,,"9,157.17",50.82,,,,,,,,,,,,,
PVC001,Pvc Bend 11/2x45,PACLINV0059885,,,"19,254.30","6,022.11",,,"13,232.19",68.72,,,,,,,,,,,,,
PVC002,Pvc Bend 11/2x90,PACLINV0056682,,,"45,064.53","14,038.93",,,"31,025.60",68.85,,,,,,,,,,,,,
PVC003,Pvc Bend 11/4x45,PACLINV0054954,,,538.80,134.52,,,404.28,75.03,,,,,,,,,,,,,
PVC004,Pvc Bend 11/4x90,PACLINV0059786,,,"1,952.59",560.50,,,"1,392.09",71.29,,,,,,,,,,,,,
PVC005,Pvc Bend 2x45,PACLINV0059579,,,"21,081.86","7,678.46",,,"13,403.40",63.58,,,,,,,,,,,,,
PVC006,Pvc Bend 2x90,PACLINV0059973,,,"50,439.49","16,927.34",,,"33,512.15",66.44,,,,,,,,,,,,,
PVC007,Pvc Bend 3x45,PACLINV0052856,,,"11,862.09","5,659.03",,,"6,203.06",52.29,,,,,,,,,,,,,
PVC008,Pvc Bend 3x90,PACLINV0059577,,,"40,439.64","18,126.56",,,"22,313.08",55.18,,,,,,,,,,,,,
PVC009,Pvc Bend 4x45,PACLINV0060885,,,"44,478.41","18,974.67",,,"25,503.74",57.34,,,,,,,,,,,,,
PVC010,Pvc Bend 4x90,PACLINV0057155,,,"110,293.08","45,724.08",,,"64,569.00",58.54,,,,,,,,,,,,,
PVC011,Pvc Bend 6x45,PACLINV0059283,,,"3,060.34","2,275.84",,,784.50,25.63,,,,,,,,,,,,,
PVC012,Pvc Bend 6x90,PACLINV0043794,,,"19,767.24","12,428.14",,,"7,339.10",37.13,,,,,,,,,,,,,
PVC013,Pvc Bend 8x90,PACLINV0056267,,,"10,137.93","9,827.64",,,310.29,3.06,,,,,,,,,,,,,
PVC014,Pvc Boss Connector 4x11/2,PACLINV0059885,,,521.54,301.70,,,219.84,42.15,,,,,,,,,,,,,
PVC015,Pvc Boss Connector 4x11/4,PACLINV0056202,,,211.20,120.68,,,90.52,42.86,,,,,,,,,,,,,
PVC016,Pvc Boss Connector 4x2,PACLINV0054548,,,"3,624.99","1,327.48",,,"2,297.51",63.38,,,,,,,,,,,,,
PVC017,Pvc Boss Connector 4x3,PACLINV0044241,,,129.31,90.51,,,38.80,30.01,,,,,,,,,,,,,
PVC019,Pvc Cross Tee 4,PACLINV0049776,,,"2,642.24","2,009.09",,,633.15,23.96,,,,,,,,,,,,,
PVC020,Pvc Flex Bend 4,PACLINV0060423,,,"23,090.40","13,699.56",,,"9,390.84",40.67,,,,,,,,,,,,,
PVC022,Pvc Floor Trap 4way,PACLINV0057592,,,"175,215.55","121,716.85",,,"53,498.70",30.53,,,,,,,,,,,,,
PVC023,Pvc Floor Trap 1Way,PACLINV0059786,,,"14,491.39","8,719.75",,,"5,771.64",39.83,,,,,,,,,,,,,
PVC026,Pvc Full Bora 4,PACLINV0058195,,,"38,146.54","29,310.38",,,"8,836.16",23.16,,,,,,,,,,,,,
PVC027,Pvc Gulley Trap 2,PACLINV0030526,,,629.31,310.32,,,318.99,50.69,,,,,,,,,,,,,
PVC028,Pvc Gulley Trap 4,PACLINV0059872,,,"8,219.84","4,275.43",,,"3,944.41",47.99,,,,,,,,,,,,,
PVC031,Pvc Inspection Bend 4,PACLINV0058989,,,"13,995.69","9,474.97",,,"4,520.72",32.30,,,,,,,,,,,,,
Inventory Sales Analysis,,,,,,,,,,,,,,,,,,,,Page 27 of 36,,,
,,,Amount (VAT,,,Amount (VAT,,,,,,,,,,,,,,,,,
Item Code,Item Description,Reference,,,Quantity,Cost,,,Profit,Profit %,,,,Markup %,,,,,,,,,
Linked Account:,,,,,,0,,,,,,,,,,,,,,,,,
PVC032,Pvc Inspection Tee 4,PACLINV0058030,,,961.20,627.86,,,333.34,34.68,,,,,,,,,,,,,
PVC034,Pvc Plug 11/2,PACLINV0059650,,,"3,706.88","1,590.39",,,"2,116.49",57.10,,,,,,,,,,,,,
PVC035,Pvc Plug 11/4,PACLINV0056613,,,150.86,103.44,,,47.42,31.43,,,,,,,,,,,,,
PVC036,Pvc Plug 2,PACLINV0060455,,,"9,517.18","4,408.38",,,"5,108.80",53.68,,,,,,,,,,,,,
PVC037,Pvc Plug 3,PACLINV0057095,,,"5,698.28","3,982.44",,,"1,715.84",30.11,,,,,,,,,,,,,
PVC038,Pvc Plug 4,PACLINV0060534,,,"7,612.09","4,590.86",,,"3,021.23",39.69,,,,,,,,,,,,,
PVC039,Pvc Plug 6,PACLINV0056339,,,"3,586.20","3,017.21",,,568.99,15.87,,,,,,,,,,,,,
PVC053,Pvc Reducer 11/2x11/4,PACLINV0059786,,,655.17,155.16,,,500.01,76.32,,,,,,,,,,,,,
PVC054,Pvc Reducer 2x11/2,PACLINV0057455,,,"4,116.32","1,129.22",,,"2,987.10",72.57,,,,,,,,,,,,,
PVC055,Pvc Reducer 2x11/4,PACLINV0045176,,,375.00,123.03,,,251.97,67.19,,,,,,,,,,,,,
PVC056,Pvc Reducer 3x2,PACLINV0059577,,,"4,094.81","2,417.91",,,"1,676.90",40.95,,,,,,,,,,,,,
PVC057,Pvc Reducer 4x2,PACLINV0059960,,,"5,524.11","2,910.64",,,"2,613.47",47.31,,,,,,,,,,,,,
PVC058,Pvc Reducer 4x3,PACLINV0058397,,,"3,676.74","2,290.17",,,"1,386.57",37.71,,,,,,,,,,,,,
PVC059,Pvc Reducer 6x4,PACLINV0044273,,,793.11,454.53,,,338.58,42.69,,,,,,,,,,,,,
PVC062,Pvc Socket 4,PACLINV0049101,,,"2,612.08","1,230.60",,,"1,381.48",52.89,,,,,,,,,,,,,
PVC064,Pvc Tee 11/2,PACLINV0061260,,,"6,797.38","3,093.48",,,"3,703.90",54.49,,,,,,,,,,,,,
PVC065,Pvc Tee 11/4,PACLINV0047574,,,241.37,124.16,,,117.21,48.56,,,,,,,,,,,,,
PVC066,Pvc Tee 2,PACLINV0058500,,,"31,810.23","18,032.54",,,"13,777.69",43.31,,,,,,,,,,,,,
PVC067,Pvc Tee 3,PACLINV0060155,,,"15,534.48","8,415.56",,,"7,118.92",45.83,,,,,,,,,,,,,
PVC068,Pvc Tee 4,PACLINV0058424,,,"31,331.87","17,305.65",,,"14,026.22",44.77,,,,,,,,,,,,,
PVC069,Pvc Tee 6,PACLINV0058725,,,"1,000.00",842.80,,,157.20,15.72,,,,,,,,,,,,,
PVC072,Pvc Vent Core 2,PACLINV0058240,,,568.95,163.78,,,405.17,71.21,,,,,,,,,,,,,
PVC073,Pvc Vent Core 3,PACLINV0049397,,,706.90,201.76,,,505.14,71.46,,,,,,,,,,,,,
PVC074,Pvc Vent Core 4,PACLINV0058596,,,"1,495.66",558.72,,,936.94,62.64,,,,,,,,,,,,,
PVC076,Pvc W/Pipe Brown 4,PACLINV0043243,,,"56,060.35","43,827.80",,,"12,232.55",21.82,,,,,,,,,,,,,
PVC077,Pvc W/Pipe Grey 11/2,PACLINV0059786,,,"21,870.69","12,361.87",,,"9,508.82",43.48,,,,,,,,,,,,,
PVC079,Pvc W/Pipe Grey 2,PACLINV0057155,,,"22,853.46","13,585.21",,,"9,268.25",40.56,,,,,,,,,,,,,
PVC080,Pvc W/Pipe Grey 3,PACLINV0054102,,,"15,741.37","9,217.02",,,"6,524.35",41.45,,,,,,,,,,,,,
PVC081,Pvc W/Pipe Grey 4,PACLINV0060999,,,"74,000.00","43,686.72",,,"30,313.28",40.96,,,,,,,,,,,,,
PVC082,Pvc W/Pipe Grey 6,PACLINV0056308,,,"39,224.13","25,646.52",,,"13,577.61",34.62,,,,,,,,,,,,,
PVC083,Pvc W/Pipe Grey 8 pm,PACLINV0042447,,,"38,189.67","36,034.46",,,"2,155.21",5.64,,,,,,,,,,,,,
PVC085,Pvc W/Pipe Metro 11/2,PACLINV0060312,,,"90,870.74","72,120.36",,,"18,750.38",20.63,,,,,,,,,,,,,
PVC086,Pvc W/Pipe Metro 2,PACLINV0056346,,,"251,913.84","200,666.25",,,"51,247.59",20.34,,,,,,,,,,,,,
PVC087,Pvc W/Pipe Metro 3,PACLINV0060119,,,"158,538.83","131,754.45",,,"26,784.38",16.89,,,,,,,,,,,,,
PVC088,Pvc W/Pipe Metro 4,PACLINV0056203,,,"1,243,120.74","1,013,524.42",,,"229,596.32",18.47,,,,,,,,,,,,,
PVC089,Pvc W/Pipe Metro 6,PACLINV0060271,,,"359,698.24","280,656.84",,,"79,041.40",21.97,,,,,,,,,,,,,
PVC093,Pvc W/Pipe Pm 4,PACLINV0044322,,,"91,767.23","81,379.29",,,"10,387.94",11.32,,,,,,,,,,,,,
PVC094,Pvc Y Tee 4,PACLINV0060885,,,"1,508.62","1,103.44",,,405.18,26.86,,,,,,,,,,,,,
PVC096,"Pvc W/Pipe Metro 11/4""",PACLINV0059786,,,"5,271.54","3,517.30",,,"1,754.24",33.28,,,,,,,,,,,,,
QUA002,Quarry Stones 9x9,PACLINV0032680,,,603.45,579.32,,,24.13,4.00,,,,,,,,,,,,,
R 1001,R 10- 1/2 length,PACLINV0046180,,,"9,827.59","6,095.60",,,"3,731.99",37.97,,,,,,,,,,,,,
R 1003,R 16,PACLINV0033810,,,"6,336.21","5,759.88",,,576.33,9.10,,,,,,,,,,,,,
R 1004,R 16 Ft,PACLINV0059529,,,"14,530.15","6,683.04",,,"7,847.11",54.01,,,,,,,,,,,,,
R 6001,R 6,PACLINV0059825,,,"156,250.00","88,354.98",,,"67,895.02",43.45,,,,,,,,,,,,,
R 8001,R 8,PACLINV0057712,,,"6,375.00","5,424.60",,,950.40,14.91,,,,,,,,,,,,,
R P001,R Pipe 11/2x16g,PACLINV0043486,,,"24,267.25","19,819.55",,,"4,447.70",18.33,,,,,,,,,,,,,
R P002,R Pipe 11/2x18g,PACLINV0055427,,,"4,780.19","3,443.76",,,"1,336.43",27.96,,,,,,,,,,,,,
R P003,R Pipe 11/4x16g,PACLINV0059863,,,"32,672.42","25,432.00",,,"7,240.42",22.16,,,,,,,,,,,,,
R P004,R Pipe 11/4x18g,PACLINV0055427,,,"1,681.03","1,285.20",,,395.83,23.55,,,,,,,,,,,,,
R P005,R Pipe 1x16g,PACLINV0044028,,,"6,379.32","4,435.26",,,"1,944.06",30.47,,,,,,,,,,,,,
Inventory Sales Analysis,,,,,,,,,,,,,,,,,,,,Page 28 of 36,,,
,,,Amount (VAT,,,Amount (VAT,,,,,,,,,,,,,,,,,
Item Code,Item Description,Reference,,,Quantity,Cost,,,Profit,Profit %,,,,Markup %,,,,,,,,,
Linked Account:,,,,,,0,,,,,,,,,,,,,,,,,
R P006,R Pipe 1x18g,PACLINV0044028,,,"6,034.48","4,368.00",,,"1,666.48",27.62,,,,,,,,,,,,,
R P007,R Pipe 21/2x16g,PACLINV0059863,,,"17,327.59","15,259.20",,,"2,068.39",11.94,,,,,,,,,,,,,
R P008,R Pipe 2x16g,PACLINV0029423,,,"1,163.79",968.00,,,195.79,16.82,,,,,,,,,,,,,
R P009,R Pipe 2x18g,PACLINV0048150,,,"13,577.60","10,315.20",,,"3,262.40",24.03,,,,,,,,,,,,,
R P010,R Pipe 3/4x16g,PACLINV0042168,,,"4,067.24","3,573.38",,,493.86,12.14,,,,,,,,,,,,,
R P011,R Pipe 3/4x18g,PACLINV0049743,,,"6,017.24","4,110.75",,,"1,906.49",31.68,,,,,,,,,,,,,
R P012,R Pipe 3x16g,PACLINV0060348,,,"31,293.09","27,258.00",,,"4,035.09",12.89,,,,,,,,,,,,,
R/S001,R/S Box Charcoal Grey 2.5m,PACLINV0056355,,,"87,241.38","63,335.07",,,"23,906.31",27.40,,,,,,,,,,,,,
R/S002,R/S Box Charcoal Grey 3m,PACLINV0060809,,,"123,232.75","91,726.30",,,"31,506.45",25.57,,,,,,,,,,,,,
R/S003,R/S Box Clear 2.5m,PACLCRN0002568,,,"17,241.38","16,163.80",,,"1,077.58",6.25,,,,,,,,,,,,,
R/S004,R/S Box Clear 2m,PACLINV0053347,,,"4,905.18","4,784.68",,,120.50,2.46,,,,,,,,,,,,,
R/S005,R/S Box Clear 3m,PACLINV0056285,,,"39,784.48","36,853.54",,,"2,930.94",7.37,,,,,,,,,,,,,
R/S011,R/S Clear 2.5m,PACLINV0060210,,,"97,284.48","82,974.40",,,"14,310.08",14.71,,,,,,,,,,,,,
R/S012,R/S Clear 2m,PACLINV0056501,,,"28,146.55","23,275.80",,,"4,870.75",17.30,,,,,,,,,,,,,
R/S013,R/S Clear 3m,PACLINV0043214,,,"13,836.20","11,774.04",,,"2,062.16",14.90,,,,,,,,,,,,,
R/S014,R/S Maisha 2.5x30g,PACLINV0057891,,,"238,193.97","197,438.99",,,"40,754.98",17.11,,,,,,,,,,,,,
R/S015,R/S Maisha 2.5x32g,PACLINV0056680,,,"204,625.02","163,619.12",,,"41,005.90",20.04,,,,,,,,,,,,,
R/S016,R/S Maisha 2x30g,PACLINV0059721,,,"144,267.25","112,391.95",,,"31,875.30",22.09,,,,,,,,,,,,,
R/S017,R/S Maisha 2x32g,PACLINV0056081,,,"177,793.09","134,547.90",,,"43,245.19",24.32,,,,,,,,,,,,,
R/S018,R/S Maisha 3x30g,PACLINV0058622,,,"312,228.46","243,741.89",,,"68,486.57",21.93,,,,,,,,,,,,,
R/S019,R/S Maisha 3x32g,PACLINV0059863,,,"153,232.79","122,372.74",,,"30,860.05",20.14,,,,,,,,,,,,,
RAK002,Rake 12,PACLINV0039247,,,689.65,227.28,,,462.37,67.04,,,,,,,,,,,,,
RAK003,Rake 14,PACLINV0034557,,,991.38,490.72,,,500.66,50.50,,,,,,,,,,,,,
RAK005,Rake Juakali Big,PACLINV0057417,,,"17,267.23","9,385.49",,,"7,881.74",45.65,,,,,,,,,,,,,
RAK007,Rake Juakali Small,PACLINV0051310,,,905.17,600.00,,,305.17,33.71,,,,,,,,,,,,,
RAW001,Rawl Bolt M10,PACLINV0059335,,,"12,482.77","6,646.02",,,"5,836.75",46.76,,,,,,,,,,,,,
RAW002,Rawl Bolt M12,PACLINV0057945,,,"10,284.47","5,947.80",,,"4,336.67",42.17,,,,,,,,,,,,,
RAW003,Rawl Bolt M6,PACLINV0030605,,,"1,586.20",621.60,,,964.60,60.81,,,,,,,,,,,,,
RAW004,Rawl Bolt M8,PACLINV0056597,,,"14,293.11","6,788.25",,,"7,504.86",52.51,,,,,,,,,,,,,
RAZ001,Razor Wire,PACLINV0029052,,,"4,482.76","3,574.32",,,908.44,20.27,,,,,,,,,,,,,
RED001,Red Oxide 1kg,PACLINV0058941,,,"28,982.68","17,167.34",,,"11,815.34",40.77,,,,,,,,,,,,,
REF001,Reflector Vest,PACLINV0056722,,,"36,993.09","27,131.39",,,"9,861.70",26.66,,,,,,,,,,,,,
RET001,Stanley-Retractable  Knife With 3 Blades,PACLINV0058778,,,"3,896.54","3,375.00",,,521.54,13.38,,,,,,,,,,,,,
RHI001,Rhino Cement,PACLINV0031400,,,"136,551.72","131,810.80",,,"4,740.92",3.47,,,,,,,,,,,,,
RID002,Ridges 30g,PACLINV0058874,,,"5,155.17","3,658.80",,,"1,496.37",29.03,,,,,,,,,,,,,
RID003,Ridges 32g,PACLINV0055164,,,"3,577.59","2,250.00",,,"1,327.59",37.11,,,,,,,,,,,,,
RID006,Ridges Box Grey,PACLINV0060348,,,"6,206.89","4,275.84",,,"1,931.05",31.11,,,,,,,,,,,,,
RID007,Ridges 28G,PACLINV0040955,,,"7,284.48","5,771.35",,,"1,513.13",20.77,,,,,,,,,,,,,
RID008,Ridges Box B/Red,PACLINV0060210,,,"3,275.86","2,586.20",,,689.66,21.05,,,,,,,,,,,,,
RIV003,Rivet Pcs,PACLINV0036487,,,267.24,43.00,,,224.24,83.91,,,,,,,,,,,,,
RIV004,Rivets 3/4,PACLINV0061304,,,603.45,482.76,,,120.69,20.00,,,,,,,,,,,,,
ROA002,Road Kerb,PACLINV0032729,,,"3,793.10","3,682.47",,,110.63,2.92,,,,,,,,,,,,,
ROO001,Roofing Bolt 1,PACLINV0055333,,,"2,112.07","1,681.02",,,431.05,20.41,,,,,,,,,,,,,
ROO002,Roofing Bolt 11/2,PACLINV0058995,,,991.38,616.84,,,374.54,37.78,,,,,,,,,,,,,
ROO004,Roofing Bolt 2.5,PACLINV0029003,,,431.03,274.00,,,157.03,36.43,,,,,,,,,,,,,
ROO008,Roofing Insulation 3mm-Roll,PACLINV0035492,,,"26,293.10","20,655.00",,,"5,638.10",21.44,,,,,,,,,,,,,
ROO009,Roofing Insulation 5mm-Roll,PACLINV0045597,,,"278,103.45","234,025.50",,,"44,077.95",15.85,,,,,,,,,,,,,
ROO010,Roofing Screw 1,PACLINV0056630,,,"2,818.97","2,016.12",,,802.85,28.48,,,,,,,,,,,,,
ROO013,Roofing Washers,PACLINV0059825,,,"10,431.03","2,553.24",,,"7,877.79",75.52,,,,,,,,,,,,,
ROO015,Roofing Bolt 2,PACLINV0057915,,,"1,767.25",954.66,,,812.59,45.98,,,,,,,,,,,,,
Inventory Sales Analysis,,,,,,,,,,,,,,,,,,,,Page 29 of 36,,,
,,,Amount (VAT,,,Amount (VAT,,,,,,,,,,,,,,,,,
Item Code,Item Description,Reference,,,Quantity,Cost,,,Profit,Profit %,,,,Markup %,,,,,,,,,
Linked Account:,,,,,,0,,,,,,,,,,,,,,,,,
